date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:59:54	196708/196708	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/search?updated-max=2021-08-24T22:56:00-07:00&max-results=13&start=26&by-date=false	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/search5b05.html	(from https://importanceofislambdforall.blogspot.com/search?updated-max=2021-08-27T01:55:00-07:00&max-results=13&start=13&by-date=false)
22:59:55	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/3146100638019969913/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/3146100638019969913/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/haram-dress-for-male.html)
22:59:57	232219/232219	---M--	200	added ('OK')	image/png	etag:%22ve8d%22	https://lh3.googleusercontent.com/-rMm01IEY4to/YSY97kJ-jlI/AAAAAAAADos/NXLy2frpd6IjDerq8utCf1Ee0J2pt7gxwCLcBGAsYHQ/w640-h593/image.png	D:/Websites/importanceofislam/lh3.googleusercontent.com/-rMm01IEY4to/YSY97kJ-jlI/AAAAAAAADos/NXLy2frpd6IjDerq8utCf1Ee0J2pt7gxwCLcBGAsYHQ/w640-h593/image.png	(from https://importanceofislambdforall.blogspot.com/2021/08/haram-dress-for-male.html)
22:59:57	159090/159090	---M--	200	added ('OK')	image/png	etag:%22ve8d%22	https://lh3.googleusercontent.com/-rMm01IEY4to/YSY97kJ-jlI/AAAAAAAADos/NXLy2frpd6IjDerq8utCf1Ee0J2pt7gxwCLcBGAsYHQ/image.png	D:/Websites/importanceofislam/lh3.googleusercontent.com/-rMm01IEY4to/YSY97kJ-jlI/AAAAAAAADos/NXLy2frpd6IjDerq8utCf1Ee0J2pt7gxwCLcBGAsYHQ/image.png	(from https://importanceofislambdforall.blogspot.com/2021/08/haram-dress-for-male.html)
22:59:59	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/6853399050187324686/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/6853399050187324686/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/who-are-they.html)
23:00:01	284072/284072	---M--	200	added ('OK')	image/png	etag:%22ve89%22	https://lh3.googleusercontent.com/-LJsHtMLQn2E/YSY9cy6G0TI/AAAAAAAADog/YqZuWAoI4hwbcjiHP2cCEdKXqhQ0SPcfgCLcBGAsYHQ/w459-h640/image.png	D:/Websites/importanceofislam/lh3.googleusercontent.com/-LJsHtMLQn2E/YSY9cy6G0TI/AAAAAAAADog/YqZuWAoI4hwbcjiHP2cCEdKXqhQ0SPcfgCLcBGAsYHQ/w459-h640/image.png	(from https://importanceofislambdforall.blogspot.com/2021/08/who-are-they.html)
23:00:01	193822/193822	---M--	200	added ('OK')	image/png	etag:%22ve89%22	https://lh3.googleusercontent.com/-LJsHtMLQn2E/YSY9cy6G0TI/AAAAAAAADog/YqZuWAoI4hwbcjiHP2cCEdKXqhQ0SPcfgCLcBGAsYHQ/image.png	D:/Websites/importanceofislam/lh3.googleusercontent.com/-LJsHtMLQn2E/YSY9cy6G0TI/AAAAAAAADog/YqZuWAoI4hwbcjiHP2cCEdKXqhQ0SPcfgCLcBGAsYHQ/image.png	(from https://importanceofislambdforall.blogspot.com/2021/08/who-are-they.html)
23:00:03	1306/1306	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/747015312000112859/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/747015312000112859/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/islamic-quiz.html)
23:00:04	105574/105574	---M--	200	added ('OK')	image/png	etag:%22ve87%22	https://lh3.googleusercontent.com/-jEmWhW2W2Cc/YSY9FGxB_YI/AAAAAAAADoY/dXSS-uglIJMZXCpem6Et9th-HEe2JnjkwCLcBGAsYHQ/image.png	D:/Websites/importanceofislam/lh3.googleusercontent.com/-jEmWhW2W2Cc/YSY9FGxB_YI/AAAAAAAADoY/dXSS-uglIJMZXCpem6Et9th-HEe2JnjkwCLcBGAsYHQ/image.png	(from https://importanceofislambdforall.blogspot.com/2021/08/islamic-quiz.html)
23:00:05	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/7338961947312313488/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/7338961947312313488/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_45.html)
23:00:06	28186/28186	---M--	200	added ('OK')	image/jpeg	etag:%22ve82%22	https://1.bp.blogspot.com/-5toeeoZ0Ly0/YSW3cR__BzI/AAAAAAAADoI/Im9s72OcyhoqArrtO34qdysbjxYk72yYQCPcBGAYYCw/w320-h318/FB_IMG_1629861622135.jpg	D:/Websites/importanceofislam/1.bp.blogspot.com/-5toeeoZ0Ly0/YSW3cR__BzI/AAAAAAAADoI/Im9s72OcyhoqArrtO34qdysbjxYk72yYQCPcBGAYYCw/w320-h318/FB_IMG_1629861622135.jpg	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_45.html)
23:00:07	25220/25220	---M--	200	added ('OK')	image/jpeg	etag:%22ve82%22	https://1.bp.blogspot.com/-5toeeoZ0Ly0/YSW3cR__BzI/AAAAAAAADoI/Im9s72OcyhoqArrtO34qdysbjxYk72yYQCPcBGAYYCw/s541/FB_IMG_1629861622135.jpg	D:/Websites/importanceofislam/1.bp.blogspot.com/-5toeeoZ0Ly0/YSW3cR__BzI/AAAAAAAADoI/Im9s72OcyhoqArrtO34qdysbjxYk72yYQCPcBGAYYCw/s541/FB_IMG_1629861622135.jpg	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_45.html)
23:00:08	27718/27718	---M--	200	added ('OK')	image/jpeg	etag:%22ve83%22	https://1.bp.blogspot.com/-bfDH_KX2YCA/YSW3erLnNqI/AAAAAAAADoE/9jQspllLJSQL6uRetfmh4HX2ElFvNf6FACLcBGAsYHQ/s551/FB_IMG_1629861626378.jpg	D:/Websites/importanceofislam/1.bp.blogspot.com/-bfDH_KX2YCA/YSW3erLnNqI/AAAAAAAADoE/9jQspllLJSQL6uRetfmh4HX2ElFvNf6FACLcBGAsYHQ/s551/FB_IMG_1629861626378.jpg	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_45.html)
23:00:08	28692/28692	---M--	200	added ('OK')	image/jpeg	etag:%22ve83%22	https://1.bp.blogspot.com/-bfDH_KX2YCA/YSW3erLnNqI/AAAAAAAADoE/9jQspllLJSQL6uRetfmh4HX2ElFvNf6FACLcBGAsYHQ/w320-h314/FB_IMG_1629861626378.jpg	D:/Websites/importanceofislam/1.bp.blogspot.com/-bfDH_KX2YCA/YSW3erLnNqI/AAAAAAAADoE/9jQspllLJSQL6uRetfmh4HX2ElFvNf6FACLcBGAsYHQ/w320-h314/FB_IMG_1629861626378.jpg	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_45.html)
23:00:10	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/2428208855139906283/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/2428208855139906283/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_24.html)
23:00:11	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/8709757538752285492/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/8709757538752285492/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/how-do-dead-realize-they-are-dead.html)
23:00:12	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/6406139173614435057/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/6406139173614435057/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_23.html)
23:00:14	110184/110184	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/08/blog-post_25.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/08/blog-post_25.html	(from https://importanceofislambdforall.blogspot.com/search?updated-max=2021-08-23T08:01:00-07:00&max-results=13&start=13&by-date=false)
23:00:16	105120/105120	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/08/which-is-right-way-to-worship-god.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/08/which-is-right-way-to-worship-god.html	(from https://importanceofislambdforall.blogspot.com/search?updated-max=2021-08-23T08:01:00-07:00&max-results=13&start=13&by-date=false)
23:00:18	102847/102847	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/08/why-do-you-have-you-wife-covered.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/08/why-do-you-have-you-wife-covered.html	(from https://importanceofislambdforall.blogspot.com/search?updated-max=2021-08-23T08:01:00-07:00&max-results=13&start=13&by-date=false)
23:00:19	178604/178604	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/search?updated-max=2021-08-23T08:01:00-07:00&max-results=13&start=52&by-date=false	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/search2a6e.html	(from https://importanceofislambdforall.blogspot.com/search?updated-max=2021-08-25T21:17:00-07:00&max-results=13&start=39&by-date=false)
23:00:21	196329/196329	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/search?updated-max=2021-08-26T20:43:00-07:00&max-results=13&start=39&by-date=false	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/search213c.html	(from https://importanceofislambdforall.blogspot.com/search?updated-max=2021-08-31T07:56:00-07:00&max-results=13&start=26&by-date=false)
23:00:23	106314/106314	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/search?updated-max=2021-08-16T05:41:00-07:00&max-results=13&start=39&by-date=false	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/search9fd4.html	(from https://importanceofislambdforall.blogspot.com/search?updated-max=2021-08-24T22:56:00-07:00&max-results=13&start=26&by-date=false)
23:00:25	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/3799192670560962027/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/3799192670560962027/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_25.html)
23:00:26	29779/29779	---M--	200	added ('OK')	image/jpeg	etag:%22ve73%22	https://1.bp.blogspot.com/-ZWddok9FwfI/YSMW_HXvkVI/AAAAAAAADnA/z0h4tqmzQCUsDnZhVgtJfFcU3P6eBT2wgCLcBGAsYHQ/w400-h400/FB_IMG_1629689215151.jpg	D:/Websites/importanceofislam/1.bp.blogspot.com/-ZWddok9FwfI/YSMW_HXvkVI/AAAAAAAADnA/z0h4tqmzQCUsDnZhVgtJfFcU3P6eBT2wgCLcBGAsYHQ/w400-h400/FB_IMG_1629689215151.jpg	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_25.html)
23:00:27	18646/18646	---M--	200	added ('OK')	image/jpeg	etag:%22ve73%22	https://1.bp.blogspot.com/-ZWddok9FwfI/YSMW_HXvkVI/AAAAAAAADnA/z0h4tqmzQCUsDnZhVgtJfFcU3P6eBT2wgCLcBGAsYHQ/s540/FB_IMG_1629689215151.jpg	D:/Websites/importanceofislam/1.bp.blogspot.com/-ZWddok9FwfI/YSMW_HXvkVI/AAAAAAAADnA/z0h4tqmzQCUsDnZhVgtJfFcU3P6eBT2wgCLcBGAsYHQ/s540/FB_IMG_1629689215151.jpg	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_25.html)
23:00:28	13237/13237	---M--	200	added ('OK')	image/jpeg	etag:%22ve72%22	https://1.bp.blogspot.com/-Bu46nCQ4rW8/YSMW6bQKNWI/AAAAAAAADm8/1YY4GAw9nfoCV_aZfG-Jnjfc_MHC4E1VQCLcBGAsYHQ/s540/FB_IMG_1629689210847.jpg	D:/Websites/importanceofislam/1.bp.blogspot.com/-Bu46nCQ4rW8/YSMW6bQKNWI/AAAAAAAADm8/1YY4GAw9nfoCV_aZfG-Jnjfc_MHC4E1VQCLcBGAsYHQ/s540/FB_IMG_1629689210847.jpg	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_25.html)
23:00:28	21634/21634	---M--	200	added ('OK')	image/jpeg	etag:%22ve72%22	https://1.bp.blogspot.com/-Bu46nCQ4rW8/YSMW6bQKNWI/AAAAAAAADm8/1YY4GAw9nfoCV_aZfG-Jnjfc_MHC4E1VQCLcBGAsYHQ/w400-h400/FB_IMG_1629689210847.jpg	D:/Websites/importanceofislam/1.bp.blogspot.com/-Bu46nCQ4rW8/YSMW6bQKNWI/AAAAAAAADm8/1YY4GAw9nfoCV_aZfG-Jnjfc_MHC4E1VQCLcBGAsYHQ/w400-h400/FB_IMG_1629689210847.jpg	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_25.html)
23:00:29	17727/17727	---M--	200	added ('OK')	image/jpeg	etag:%22ve73%22	https://1.bp.blogspot.com/-Meqr_MPBFQY/YSMW1xWOKEI/AAAAAAAADm4/OJ_eD0iTW7crKY7ToOSWA7cISpdHLb1CACLcBGAsYHQ/s540/FB_IMG_1629689207279.jpg	D:/Websites/importanceofislam/1.bp.blogspot.com/-Meqr_MPBFQY/YSMW1xWOKEI/AAAAAAAADm4/OJ_eD0iTW7crKY7ToOSWA7cISpdHLb1CACLcBGAsYHQ/s540/FB_IMG_1629689207279.jpg	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_25.html)
23:00:29	28206/28206	---M--	200	added ('OK')	image/jpeg	etag:%22ve73%22	https://1.bp.blogspot.com/-Meqr_MPBFQY/YSMW1xWOKEI/AAAAAAAADm4/OJ_eD0iTW7crKY7ToOSWA7cISpdHLb1CACLcBGAsYHQ/w400-h400/FB_IMG_1629689207279.jpg	D:/Websites/importanceofislam/1.bp.blogspot.com/-Meqr_MPBFQY/YSMW1xWOKEI/AAAAAAAADm4/OJ_eD0iTW7crKY7ToOSWA7cISpdHLb1CACLcBGAsYHQ/w400-h400/FB_IMG_1629689207279.jpg	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_25.html)
23:00:30	16582/16582	---M--	200	added ('OK')	image/jpeg	etag:%22ve71%22	https://1.bp.blogspot.com/-xGvZdZuE9WQ/YSMWx1rqxKI/AAAAAAAADm0/2FLCCUfFHzco2io0UHciyn79O2s-Av3xQCLcBGAsYHQ/s540/FB_IMG_1629689203832.jpg	D:/Websites/importanceofislam/1.bp.blogspot.com/-xGvZdZuE9WQ/YSMWx1rqxKI/AAAAAAAADm0/2FLCCUfFHzco2io0UHciyn79O2s-Av3xQCLcBGAsYHQ/s540/FB_IMG_1629689203832.jpg	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_25.html)
23:00:31	27004/27004	---M--	200	added ('OK')	image/jpeg	etag:%22ve71%22	https://1.bp.blogspot.com/-xGvZdZuE9WQ/YSMWx1rqxKI/AAAAAAAADm0/2FLCCUfFHzco2io0UHciyn79O2s-Av3xQCLcBGAsYHQ/w400-h400/FB_IMG_1629689203832.jpg	D:/Websites/importanceofislam/1.bp.blogspot.com/-xGvZdZuE9WQ/YSMWx1rqxKI/AAAAAAAADm0/2FLCCUfFHzco2io0UHciyn79O2s-Av3xQCLcBGAsYHQ/w400-h400/FB_IMG_1629689203832.jpg	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_25.html)
23:00:31	20110/20110	---M--	200	added ('OK')	image/jpeg	etag:%22ve73%22	https://1.bp.blogspot.com/-XF9iiluXvvs/YSMWtKno9JI/AAAAAAAADms/4x_WhXRC510c3qK_vfi-k9GFcLDXX4kPgCLcBGAsYHQ/s540/FB_IMG_1629689200296.jpg	D:/Websites/importanceofislam/1.bp.blogspot.com/-XF9iiluXvvs/YSMWtKno9JI/AAAAAAAADms/4x_WhXRC510c3qK_vfi-k9GFcLDXX4kPgCLcBGAsYHQ/s540/FB_IMG_1629689200296.jpg	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_25.html)
23:00:32	31095/31095	---M--	200	added ('OK')	image/jpeg	etag:%22ve73%22	https://1.bp.blogspot.com/-XF9iiluXvvs/YSMWtKno9JI/AAAAAAAADms/4x_WhXRC510c3qK_vfi-k9GFcLDXX4kPgCLcBGAsYHQ/w400-h400/FB_IMG_1629689200296.jpg	D:/Websites/importanceofislam/1.bp.blogspot.com/-XF9iiluXvvs/YSMWtKno9JI/AAAAAAAADms/4x_WhXRC510c3qK_vfi-k9GFcLDXX4kPgCLcBGAsYHQ/w400-h400/FB_IMG_1629689200296.jpg	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_25.html)
23:00:33	14154/14154	---M--	200	added ('OK')	image/jpeg	etag:%22ve71%22	https://1.bp.blogspot.com/-snQzS4pu79I/YSMWpB1lMGI/AAAAAAAADmk/_tuMI0OR-jwi_u8gSDxiGFqg19EWkcAwwCLcBGAsYHQ/s540/FB_IMG_1629689196110.jpg	D:/Websites/importanceofislam/1.bp.blogspot.com/-snQzS4pu79I/YSMWpB1lMGI/AAAAAAAADmk/_tuMI0OR-jwi_u8gSDxiGFqg19EWkcAwwCLcBGAsYHQ/s540/FB_IMG_1629689196110.jpg	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_25.html)
23:00:33	23001/23001	---M--	200	added ('OK')	image/jpeg	etag:%22ve71%22	https://1.bp.blogspot.com/-snQzS4pu79I/YSMWpB1lMGI/AAAAAAAADmk/_tuMI0OR-jwi_u8gSDxiGFqg19EWkcAwwCLcBGAsYHQ/w400-h400/FB_IMG_1629689196110.jpg	D:/Websites/importanceofislam/1.bp.blogspot.com/-snQzS4pu79I/YSMWpB1lMGI/AAAAAAAADmk/_tuMI0OR-jwi_u8gSDxiGFqg19EWkcAwwCLcBGAsYHQ/w400-h400/FB_IMG_1629689196110.jpg	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_25.html)
23:00:34	13213/13213	---M--	200	added ('OK')	image/jpeg	etag:%22ve71%22	https://1.bp.blogspot.com/-HKgoquQ8tVU/YSMWlbFzJOI/AAAAAAAADmg/xKR-8-chPuseSfv8UEIQD4DF4oWtTKG7gCLcBGAsYHQ/s540/FB_IMG_1629689191085.jpg	D:/Websites/importanceofislam/1.bp.blogspot.com/-HKgoquQ8tVU/YSMWlbFzJOI/AAAAAAAADmg/xKR-8-chPuseSfv8UEIQD4DF4oWtTKG7gCLcBGAsYHQ/s540/FB_IMG_1629689191085.jpg	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_25.html)
23:00:35	21633/21633	---M--	200	added ('OK')	image/jpeg	etag:%22ve71%22	https://1.bp.blogspot.com/-HKgoquQ8tVU/YSMWlbFzJOI/AAAAAAAADmg/xKR-8-chPuseSfv8UEIQD4DF4oWtTKG7gCLcBGAsYHQ/w400-h400/FB_IMG_1629689191085.jpg	D:/Websites/importanceofislam/1.bp.blogspot.com/-HKgoquQ8tVU/YSMWlbFzJOI/AAAAAAAADmg/xKR-8-chPuseSfv8UEIQD4DF4oWtTKG7gCLcBGAsYHQ/w400-h400/FB_IMG_1629689191085.jpg	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_25.html)
23:00:36	18660/18660	---M--	200	added ('OK')	image/jpeg	etag:%22ve6c%22	https://1.bp.blogspot.com/-1upLwQSRpkU/YSMWgvv2e2I/AAAAAAAADmc/zLcEGxuX6Q8XS9J1XNvTdiB4itlbp4h9gCLcBGAsYHQ/s540/FB_IMG_1629689186764.jpg	D:/Websites/importanceofislam/1.bp.blogspot.com/-1upLwQSRpkU/YSMWgvv2e2I/AAAAAAAADmc/zLcEGxuX6Q8XS9J1XNvTdiB4itlbp4h9gCLcBGAsYHQ/s540/FB_IMG_1629689186764.jpg	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_25.html)
23:00:36	28557/28557	---M--	200	added ('OK')	image/jpeg	etag:%22ve6c%22	https://1.bp.blogspot.com/-1upLwQSRpkU/YSMWgvv2e2I/AAAAAAAADmc/zLcEGxuX6Q8XS9J1XNvTdiB4itlbp4h9gCLcBGAsYHQ/w400-h400/FB_IMG_1629689186764.jpg	D:/Websites/importanceofislam/1.bp.blogspot.com/-1upLwQSRpkU/YSMWgvv2e2I/AAAAAAAADmc/zLcEGxuX6Q8XS9J1XNvTdiB4itlbp4h9gCLcBGAsYHQ/w400-h400/FB_IMG_1629689186764.jpg	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_25.html)
23:00:37	19025/19025	---M--	200	added ('OK')	image/jpeg	etag:%22ve6a%22	https://1.bp.blogspot.com/-qUK4F5oSjjs/YSMWdJsDxFI/AAAAAAAADmY/_tCbPS-9IvQelBO2hB4XAzsCd_A_28UvwCLcBGAsYHQ/s540/FB_IMG_1629689183263.jpg	D:/Websites/importanceofislam/1.bp.blogspot.com/-qUK4F5oSjjs/YSMWdJsDxFI/AAAAAAAADmY/_tCbPS-9IvQelBO2hB4XAzsCd_A_28UvwCLcBGAsYHQ/s540/FB_IMG_1629689183263.jpg	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_25.html)
23:00:38	29140/29140	---M--	200	added ('OK')	image/jpeg	etag:%22ve6a%22	https://1.bp.blogspot.com/-qUK4F5oSjjs/YSMWdJsDxFI/AAAAAAAADmY/_tCbPS-9IvQelBO2hB4XAzsCd_A_28UvwCLcBGAsYHQ/w400-h400/FB_IMG_1629689183263.jpg	D:/Websites/importanceofislam/1.bp.blogspot.com/-qUK4F5oSjjs/YSMWdJsDxFI/AAAAAAAADmY/_tCbPS-9IvQelBO2hB4XAzsCd_A_28UvwCLcBGAsYHQ/w400-h400/FB_IMG_1629689183263.jpg	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_25.html)
23:00:39	17210/17210	---M--	200	added ('OK')	image/jpeg	etag:%22ve71%22	https://1.bp.blogspot.com/-Tk_KbpW2AY4/YSMWYcZRq2I/AAAAAAAADmU/HSwXoos7OEYwjCcB0BKdLY7a0-miQX2SwCLcBGAsYHQ/s540/FB_IMG_1629689180207.jpg	D:/Websites/importanceofislam/1.bp.blogspot.com/-Tk_KbpW2AY4/YSMWYcZRq2I/AAAAAAAADmU/HSwXoos7OEYwjCcB0BKdLY7a0-miQX2SwCLcBGAsYHQ/s540/FB_IMG_1629689180207.jpg	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_25.html)
23:00:39	26357/26357	---M--	200	added ('OK')	image/jpeg	etag:%22ve71%22	https://1.bp.blogspot.com/-Tk_KbpW2AY4/YSMWYcZRq2I/AAAAAAAADmU/HSwXoos7OEYwjCcB0BKdLY7a0-miQX2SwCLcBGAsYHQ/w400-h400/FB_IMG_1629689180207.jpg	D:/Websites/importanceofislam/1.bp.blogspot.com/-Tk_KbpW2AY4/YSMWYcZRq2I/AAAAAAAADmU/HSwXoos7OEYwjCcB0BKdLY7a0-miQX2SwCLcBGAsYHQ/w400-h400/FB_IMG_1629689180207.jpg	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_25.html)
23:00:41	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/8861592310541634715/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/8861592310541634715/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/which-is-right-way-to-worship-god.html)
23:00:42	29872/29872	---M--	200	added ('OK')	image/jpeg	etag:%22ve58%22	https://1.bp.blogspot.com/-MpATYDMGMrQ/YSE5etGBz_I/AAAAAAAADlc/nLFFEoXnBzEgqMLhu2Di4vRgYkKFrK9EACLcBGAsYHQ/w258-h400/FB_IMG_1629567296731.jpg	D:/Websites/importanceofislam/1.bp.blogspot.com/-MpATYDMGMrQ/YSE5etGBz_I/AAAAAAAADlc/nLFFEoXnBzEgqMLhu2Di4vRgYkKFrK9EACLcBGAsYHQ/w258-h400/FB_IMG_1629567296731.jpg	(from https://importanceofislambdforall.blogspot.com/2021/08/which-is-right-way-to-worship-god.html)
23:00:42	20715/20715	---M--	200	added ('OK')	image/jpeg	etag:%22ve58%22	https://1.bp.blogspot.com/-MpATYDMGMrQ/YSE5etGBz_I/AAAAAAAADlc/nLFFEoXnBzEgqMLhu2Di4vRgYkKFrK9EACLcBGAsYHQ/s403/FB_IMG_1629567296731.jpg	D:/Websites/importanceofislam/1.bp.blogspot.com/-MpATYDMGMrQ/YSE5etGBz_I/AAAAAAAADlc/nLFFEoXnBzEgqMLhu2Di4vRgYkKFrK9EACLcBGAsYHQ/s403/FB_IMG_1629567296731.jpg	(from https://importanceofislambdforall.blogspot.com/2021/08/which-is-right-way-to-worship-god.html)
23:00:44	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/4000057273034979670/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/4000057273034979670/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/why-do-you-have-you-wife-covered.html)
23:00:46	187074/187074	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/search?updated-max=2021-08-23T23:41:00-07:00&max-results=13&start=52&by-date=false	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/search535f.html	(from https://importanceofislambdforall.blogspot.com/search?updated-max=2021-08-26T20:43:00-07:00&max-results=13&start=39&by-date=false)
